Year,Indicator Name,Value,Indicator_Code,Value_original,Value_converted,was_whole_number
2007,"Population, female (% of total population)",50.9340640706169,IND_225,50.9340640706169,50.9340640706169,False
2006,"Population, female (% of total population)",50.8257424636324,IND_225,50.8257424636324,50.8257424636324,False
2005,"Population, female (% of total population)",50.7234230770829,IND_225,50.7234230770829,50.7234230770829,False
2004,"Population, female (% of total population)",50.6241211620738,IND_225,50.6241211620738,50.6241211620738,False
2003,"Population, female (% of total population)",50.522110543747,IND_225,50.522110543747,50.522110543747,False
2002,"Population, female (% of total population)",50.4147532494601,IND_225,50.4147532494601,50.4147532494601,False
2001,"Population, female (% of total population)",50.3223052717088,IND_225,50.3223052717088,50.3223052717088,False
2000,"Population, female (% of total population)",50.2584816276366,IND_225,50.2584816276366,50.2584816276366,False
1999,"Population, female (% of total population)",50.2026737778791,IND_225,50.2026737778791,50.2026737778791,False
1998,"Population, female (% of total population)",50.1432162599673,IND_225,50.1432162599673,50.1432162599673,False
1997,"Population, female (% of total population)",50.0826903430097,IND_225,50.0826903430097,50.0826903430097,False
1996,"Population, female (% of total population)",50.0212733659357,IND_225,50.0212733659357,50.0212733659357,False
1995,"Population, female (% of total population)",49.9586172154775,IND_225,49.9586172154775,49.9586172154775,False
1994,"Population, female (% of total population)",49.8916314772138,IND_225,49.8916314772138,49.8916314772138,False
1993,"Population, female (% of total population)",49.820332742117,IND_225,49.820332742117,49.820332742117,False
1992,"Population, female (% of total population)",49.7442393440627,IND_225,49.7442393440627,49.7442393440627,False
1991,"Population, female (% of total population)",49.6608600738327,IND_225,49.6608600738327,49.6608600738327,False
1990,"Population, female (% of total population)",49.5784242344484,IND_225,49.5784242344484,49.5784242344484,False
1989,"Population, female (% of total population)",49.4896592657218,IND_225,49.4896592657218,49.4896592657218,False
1988,"Population, female (% of total population)",49.3994478755361,IND_225,49.3994478755361,49.3994478755361,False
1987,"Population, female (% of total population)",49.3215563447817,IND_225,49.3215563447817,49.3215563447817,False
1986,"Population, female (% of total population)",49.246541455651,IND_225,49.246541455651,49.246541455651,False
1985,"Population, female (% of total population)",49.1747894417413,IND_225,49.1747894417413,49.1747894417413,False
1984,"Population, female (% of total population)",49.111632219929,IND_225,49.111632219929,49.111632219929,False
1983,"Population, female (% of total population)",49.0572198797892,IND_225,49.0572198797892,49.0572198797892,False
1982,"Population, female (% of total population)",49.006333469117,IND_225,49.006333469117,49.006333469117,False
1981,"Population, female (% of total population)",48.9548071203293,IND_225,48.9548071203293,48.9548071203293,False
1980,"Population, female (% of total population)",48.9008938189143,IND_225,48.9008938189143,48.9008938189143,False
1979,"Population, female (% of total population)",48.8451786964196,IND_225,48.8451786964196,48.8451786964196,False
1978,"Population, female (% of total population)",48.7877047640664,IND_225,48.7877047640664,48.7877047640664,False
1977,"Population, female (% of total population)",48.7279821993454,IND_225,48.7279821993454,48.7279821993454,False
1976,"Population, female (% of total population)",48.6657564535581,IND_225,48.6657564535581,48.6657564535581,False
1975,"Population, female (% of total population)",48.6011237891434,IND_225,48.6011237891434,48.6011237891434,False
1974,"Population, female (% of total population)",48.5343679581364,IND_225,48.5343679581364,48.5343679581364,False
1973,"Population, female (% of total population)",48.4661795543283,IND_225,48.4661795543283,48.4661795543283,False
1972,"Population, female (% of total population)",48.3963446599535,IND_225,48.3963446599535,48.3963446599535,False
1971,"Population, female (% of total population)",48.3221677019673,IND_225,48.3221677019673,48.3221677019673,False
1970,"Population, female (% of total population)",48.2447296394352,IND_225,48.2447296394352,48.2447296394352,False
1969,"Population, female (% of total population)",48.1652728178802,IND_225,48.1652728178802,48.1652728178802,False
1968,"Population, female (% of total population)",48.0810726708934,IND_225,48.0810726708934,48.0810726708934,False
1967,"Population, female (% of total population)",47.9920581838926,IND_225,47.9920581838926,47.9920581838926,False
1966,"Population, female (% of total population)",47.8992579441447,IND_225,47.8992579441447,47.8992579441447,False
1965,"Population, female (% of total population)",47.8030020248302,IND_225,47.8030020248302,47.8030020248302,False
1964,"Population, female (% of total population)",47.7030986175676,IND_225,47.7030986175676,47.7030986175676,False
1963,"Population, female (% of total population)",47.5998264556942,IND_225,47.5998264556942,47.5998264556942,False
1962,"Population, female (% of total population)",47.4930780064264,IND_225,47.4930780064264,47.4930780064264,False
1961,"Population, female (% of total population)",47.3822534013013,IND_225,47.3822534013013,47.3822534013013,False
1960,"Population, female (% of total population)",47.2659987088813,IND_225,47.2659987088813,47.2659987088813,False
2023,"Population, male",10663588.0,IND_226,10663588.0,10663588.0,True
2022,"Population, male",10735875.0,IND_226,10735875.0,10735875.0,True
2021,"Population, male",10726745.0,IND_226,10726745.0,10726745.0,True
2020,"Population, male",10614757.0,IND_226,10614757.0,10614757.0,True
2019,"Population, male",10560955.0,IND_226,10560955.0,10560955.0,True
2018,"Population, male",10499362.0,IND_226,10499362.0,10499362.0,True
2017,"Population, male",10393051.0,IND_226,10393051.0,10393051.0,True
2016,"Population, male",10282238.0,IND_226,10282238.0,10282238.0,True
2015,"Population, male",10169430.0,IND_226,10169430.0,10169430.0,True
2014,"Population, male",10079419.0,IND_226,10079419.0,10079419.0,True
2013,"Population, male",9988620.0,IND_226,9988620.0,9988620.0,True
2012,"Population, male",10275041.0,IND_226,10275041.0,10275041.0,True
2011,"Population, male",10209054.0,IND_226,10209054.0,10209054.0,True
2010,"Population, male",10168193.0,IND_226,10168193.0,10168193.0,True
2009,"Population, male",10133986.0,IND_226,10133986.0,10133986.0,True
2008,"Population, male",10098026.0,IND_226,10098026.0,10098026.0,True
2007,"Population, male",10054859.0,IND_226,10054859.0,10054859.0,True
2006,"Population, male",10008147.0,IND_226,10008147.0,10008147.0,True
2005,"Population, male",9962011.0,IND_226,9962011.0,9962011.0,True
2004,"Population, male",9918432.0,IND_226,9918432.0,9918432.0,True
2003,"Population, male",9871592.0,IND_226,9871592.0,9871592.0,True
2002,"Population, male",9820731.0,IND_226,9820731.0,9820731.0,True
2001,"Population, male",9737008.0,IND_226,9737008.0,9737008.0,True
2000,"Population, male",9596658.0,IND_226,9596658.0,9596658.0,True
1999,"Population, male",9433969.0,IND_226,9433969.0,9433969.0,True
1998,"Population, male",9271369.0,IND_226,9271369.0,9271369.0,True
1997,"Population, male",9109011.0,IND_226,9109011.0,9109011.0,True
1996,"Population, male",8948700.0,IND_226,8948700.0,8948700.0,True
1995,"Population, male",8789303.0,IND_226,8789303.0,8789303.0,True
1994,"Population, male",8656608.0,IND_226,8656608.0,8656608.0,True
1993,"Population, male",8543549.0,IND_226,8543549.0,8543549.0,True
1992,"Population, male",8412455.0,IND_226,8412455.0,8412455.0,True
1991,"Population, male",8293552.0,IND_226,8293552.0,8293552.0,True
1990,"Population, male",8245167.0,IND_226,8245167.0,8245167.0,True
1989,"Population, male",8207202.0,IND_226,8207202.0,8207202.0,True
1988,"Population, male",8135871.0,IND_226,8135871.0,8135871.0,True
1987,"Population, male",8066273.0,IND_226,8066273.0,8066273.0,True
1986,"Population, male",7984156.0,IND_226,7984156.0,7984156.0,True
1985,"Population, male",7900349.0,IND_226,7900349.0,7900349.0,True
1984,"Population, male",7858111.0,IND_226,7858111.0,7858111.0,True
1983,"Population, male",7839479.0,IND_226,7839479.0,7839479.0,True
1982,"Population, male",7795181.0,IND_226,7795181.0,7795181.0,True
1981,"Population, male",7707525.0,IND_226,7707525.0,7707525.0,True
1980,"Population, male",7587182.0,IND_226,7587182.0,7587182.0,True
1979,"Population, male",7458175.0,IND_226,7458175.0,7458175.0,True
1978,"Population, male",7328545.0,IND_226,7328545.0,7328545.0,True
1977,"Population, male",7203396.0,IND_226,7203396.0,7203396.0,True
1976,"Population, male",7082468.0,IND_226,7082468.0,7082468.0,True
1975,"Population, male",6964026.0,IND_226,6964026.0,6964026.0,True
1974,"Population, male",6847859.0,IND_226,6847859.0,6847859.0,True
1973,"Population, male",6730789.0,IND_226,6730789.0,6730789.0,True
1972,"Population, male",6610018.0,IND_226,6610018.0,6610018.0,True
1971,"Population, male",6486555.0,IND_226,6486555.0,6486555.0,True
1970,"Population, male",6359227.0,IND_226,6359227.0,6359227.0,True
1969,"Population, male",6227351.0,IND_226,6227351.0,6227351.0,True
1968,"Population, male",6093251.0,IND_226,6093251.0,6093251.0,True
1967,"Population, male",5958720.0,IND_226,5958720.0,5958720.0,True
1966,"Population, male",5826909.0,IND_226,5826909.0,5826909.0,True
1965,"Population, male",5698328.0,IND_226,5698328.0,5698328.0,True
1964,"Population, male",5571397.0,IND_226,5571397.0,5571397.0,True
1963,"Population, male",5447019.0,IND_226,5447019.0,5447019.0,True
1962,"Population, male",5326173.0,IND_226,5326173.0,5326173.0,True
1961,"Population, male",5208826.0,IND_226,5208826.0,5208826.0,True
1960,"Population, male",5094837.0,IND_226,5094837.0,5094837.0,True
2023,"Population, male (% of total population)",48.3894712331309,IND_227,48.3894712331309,48.3894712331309,False
2022,"Population, male (% of total population)",48.4012215477449,IND_227,48.4012215477449,48.4012215477449,False
2021,"Population, male (% of total population)",48.41462950475,IND_227,48.41462950475,48.41462950475,False
2020,"Population, male (% of total population)",48.4271959434453,IND_227,48.4271959434453,48.4271959434453,False
2019,"Population, male (% of total population)",48.4380816875051,IND_227,48.4380816875051,48.4380816875051,False
2018,"Population, male (% of total population)",48.4511405750484,IND_227,48.4511405750484,48.4511405750484,False
2017,"Population, male (% of total population)",48.4660071872254,IND_227,48.4660071872254,48.4660071872254,False
2016,"Population, male (% of total population)",48.4805418996647,IND_227,48.4805418996647,48.4805418996647,False
2015,"Population, male (% of total population)",48.4951360496524,IND_227,48.4951360496524,48.4951360496524,False
2014,"Population, male (% of total population)",48.5100561291319,IND_227,48.5100561291319,48.5100561291319,False
2013,"Population, male (% of total population)",48.5237813610372,IND_227,48.5237813610372,48.5237813610372,False
2012,"Population, male (% of total population)",48.5371022979002,IND_227,48.5371022979002,48.5371022979002,False
2011,"Population, male (% of total population)",48.59360595492,IND_227,48.59360595492,48.59360595492,False
2010,"Population, male (% of total population)",48.7003671472448,IND_227,48.7003671472448,48.7003671472448,False
2009,"Population, male (% of total population)",48.8233432753099,IND_227,48.8233432753099,48.8233432753099,False
2008,"Population, male (% of total population)",48.9497356633826,IND_227,48.9497356633826,48.9497356633826,False
2007,"Population, male (% of total population)",49.0659359293831,IND_227,49.0659359293831,49.0659359293831,False
2006,"Population, male (% of total population)",49.1742575363676,IND_227,49.1742575363676,49.1742575363676,False
2005,"Population, male (% of total population)",49.2765769229171,IND_227,49.2765769229171,49.2765769229171,False
2004,"Population, male (% of total population)",49.3758788379262,IND_227,49.3758788379262,49.3758788379262,False
2003,"Population, male (% of total population)",49.477889456253,IND_227,49.477889456253,49.477889456253,False
2002,"Population, male (% of total population)",49.5852467505399,IND_227,49.5852467505399,49.5852467505399,False
2001,"Population, male (% of total population)",49.6776947282912,IND_227,49.6776947282912,49.6776947282912,False
2000,"Population, male (% of total population)",49.7415183723634,IND_227,49.7415183723634,49.7415183723634,False
1999,"Population, male (% of total population)",49.7973262221209,IND_227,49.7973262221209,49.7973262221209,False
1998,"Population, male (% of total population)",49.8567837400327,IND_227,49.8567837400327,49.8567837400327,False
1997,"Population, male (% of total population)",49.9173096569903,IND_227,49.9173096569903,49.9173096569903,False
1996,"Population, male (% of total population)",49.9787266340643,IND_227,49.9787266340643,49.9787266340643,False
1995,"Population, male (% of total population)",50.0413827845225,IND_227,50.0413827845225,50.0413827845225,False
1994,"Population, male (% of total population)",50.1083685227862,IND_227,50.1083685227862,50.1083685227862,False
1993,"Population, male (% of total population)",50.179667257883,IND_227,50.179667257883,50.179667257883,False
1992,"Population, male (% of total population)",50.2557606559373,IND_227,50.2557606559373,50.2557606559373,False
1991,"Population, male (% of total population)",50.3391399261673,IND_227,50.3391399261673,50.3391399261673,False
1990,"Population, male (% of total population)",50.4215757655516,IND_227,50.4215757655516,50.4215757655516,False
1989,"Population, male (% of total population)",50.5103407342782,IND_227,50.5103407342782,50.5103407342782,False
1988,"Population, male (% of total population)",50.6005521244639,IND_227,50.6005521244639,50.6005521244639,False
1987,"Population, male (% of total population)",50.6784436552183,IND_227,50.6784436552183,50.6784436552183,False
1986,"Population, male (% of total population)",50.753458544349,IND_227,50.753458544349,50.753458544349,False
1985,"Population, male (% of total population)",50.8252105582587,IND_227,50.8252105582587,50.8252105582587,False
1984,"Population, male (% of total population)",50.888367780071,IND_227,50.888367780071,50.888367780071,False
1983,"Population, male (% of total population)",50.9427801202108,IND_227,50.9427801202108,50.9427801202108,False
1982,"Population, male (% of total population)",50.993666530883,IND_227,50.993666530883,50.993666530883,False
1981,"Population, male (% of total population)",51.0451928796707,IND_227,51.0451928796707,51.0451928796707,False
1980,"Population, male (% of total population)",51.0991061810857,IND_227,51.0991061810857,51.0991061810857,False
1979,"Population, male (% of total population)",51.1548213035804,IND_227,51.1548213035804,51.1548213035804,False
1978,"Population, male (% of total population)",51.2122952359336,IND_227,51.2122952359336,51.2122952359336,False
1977,"Population, male (% of total population)",51.2720178006546,IND_227,51.2720178006546,51.2720178006546,False
1976,"Population, male (% of total population)",51.3342435464419,IND_227,51.3342435464419,51.3342435464419,False
1975,"Population, male (% of total population)",51.3988762108566,IND_227,51.3988762108566,51.3988762108566,False
1974,"Population, male (% of total population)",51.4656320418636,IND_227,51.4656320418636,51.4656320418636,False
1973,"Population, male (% of total population)",51.5338204456716,IND_227,51.5338204456716,51.5338204456716,False
1972,"Population, male (% of total population)",51.6036553400465,IND_227,51.6036553400465,51.6036553400465,False
1971,"Population, male (% of total population)",51.6778322980327,IND_227,51.6778322980327,51.6778322980327,False
1970,"Population, male (% of total population)",51.7552703605649,IND_227,51.7552703605649,51.7552703605649,False
1969,"Population, male (% of total population)",51.8347271821198,IND_227,51.8347271821198,51.8347271821198,False
1968,"Population, male (% of total population)",51.9189273291066,IND_227,51.9189273291066,51.9189273291066,False
1967,"Population, male (% of total population)",52.0079418161074,IND_227,52.0079418161074,52.0079418161074,False
1966,"Population, male (% of total population)",52.1007420558553,IND_227,52.1007420558553,52.1007420558553,False
1965,"Population, male (% of total population)",52.1969979751698,IND_227,52.1969979751698,52.1969979751698,False
1964,"Population, male (% of total population)",52.2969013824324,IND_227,52.2969013824324,52.2969013824324,False
1963,"Population, male (% of total population)",52.4001735443057,IND_227,52.4001735443057,52.4001735443057,False
1962,"Population, male (% of total population)",52.5069219935736,IND_227,52.5069219935736,52.5069219935736,False
1961,"Population, male (% of total population)",52.6177465986987,IND_227,52.6177465986987,52.6177465986987,False
1960,"Population, male (% of total population)",52.7340012911187,IND_227,52.7340012911187,52.7340012911187,False
2007,"Completeness of birth registration, female (%)",97.0,IND_228,97.0,97.0,True
2007,"Completeness of birth registration, male (%)",97.4,IND_229,97.4,97.4,False
2007,"Completeness of birth registration, rural (%)",97.6,IND_230,97.6,97.6,False
2007,"Completeness of birth registration, urban (%)",96.5,IND_231,96.5,96.5,False
2007,Completeness of birth registration (%),97.2,IND_232,97.2,97.2,False
2006,Completeness of death registration with cause-of-death information (%),81.9,IND_233,81.9,81.9,False
2002,Completeness of death registration with cause-of-death information (%),72.3,IND_233,72.3,72.3,False
1997,Completeness of death registration with cause-of-death information (%),73.5,IND_233,73.5,73.5,False
1992,Completeness of death registration with cause-of-death information (%),75.5,IND_233,75.5,75.5,False
2016,Unmet need for contraception (% of married women ages 15-49),7.5,IND_234,7.5,7.5,False
2007,Unmet need for contraception (% of married women ages 15-49),7.3,IND_234,7.3,7.3,False
2000,Unmet need for contraception (% of married women ages 15-49),18.2,IND_234,18.2,18.2,False
1987,Unmet need for contraception (% of married women ages 15-49),12.3,IND_234,12.3,12.3,False
2022,"Number of infant deaths, female",740.0,IND_235,740.0,740.0,True
2021,"Number of infant deaths, female",776.0,IND_235,776.0,776.0,True
2020,"Number of infant deaths, female",818.0,IND_235,818.0,818.0,True
2019,"Number of infant deaths, female",865.0,IND_235,865.0,865.0,True
2018,"Number of infant deaths, female",917.0,IND_235,917.0,917.0,True
2017,"Number of infant deaths, female",973.0,IND_235,973.0,973.0,True
2016,"Number of infant deaths, female",1041.0,IND_235,1041.0,1041.0,True
2015,"Number of infant deaths, female",1122.0,IND_235,1122.0,1122.0,True
2014,"Number of infant deaths, female",1224.0,IND_235,1224.0,1224.0,True
2013,"Number of infant deaths, female",1330.0,IND_235,1330.0,1330.0,True
2012,"Number of infant deaths, female",1415.0,IND_235,1415.0,1415.0,True
2011,"Number of infant deaths, female",1476.0,IND_235,1476.0,1476.0,True
2010,"Number of infant deaths, female",1540.0,IND_235,1540.0,1540.0,True
2009,"Number of infant deaths, female",2269.0,IND_235,2269.0,2269.0,True
2008,"Number of infant deaths, female",1705.0,IND_235,1705.0,1705.0,True
2007,"Number of infant deaths, female",1812.0,IND_235,1812.0,1812.0,True
2006,"Number of infant deaths, female",1903.0,IND_235,1903.0,1903.0,True
2005,"Number of infant deaths, female",1965.0,IND_235,1965.0,1965.0,True
2004,"Number of infant deaths, female",2913.0,IND_235,2913.0,2913.0,True
2003,"Number of infant deaths, female",2078.0,IND_235,2078.0,2078.0,True
2002,"Number of infant deaths, female",2109.0,IND_235,2109.0,2109.0,True
2001,"Number of infant deaths, female",2120.0,IND_235,2120.0,2120.0,True
2000,"Number of infant deaths, female",2136.0,IND_235,2136.0,2136.0,True
1999,"Number of infant deaths, female",2191.0,IND_235,2191.0,2191.0,True
1998,"Number of infant deaths, female",2290.0,IND_235,2290.0,2290.0,True
1997,"Number of infant deaths, female",2435.0,IND_235,2435.0,2435.0,True
1996,"Number of infant deaths, female",2561.0,IND_235,2561.0,2561.0,True
1995,"Number of infant deaths, female",2668.0,IND_235,2668.0,2668.0,True
1994,"Number of infant deaths, female",2752.0,IND_235,2752.0,2752.0,True
1993,"Number of infant deaths, female",2836.0,IND_235,2836.0,2836.0,True
1992,"Number of infant deaths, female",2881.0,IND_235,2881.0,2881.0,True
1991,"Number of infant deaths, female",2892.0,IND_235,2892.0,2892.0,True
1990,"Number of infant deaths, female",2932.0,IND_235,2932.0,2932.0,True
1989,"Number of infant deaths, female",3246.0,IND_235,3246.0,3246.0,True
1988,"Number of infant deaths, female",3105.0,IND_235,3105.0,3105.0,True
1987,"Number of infant deaths, female",3354.0,IND_235,3354.0,3354.0,True
1986,"Number of infant deaths, female",3718.0,IND_235,3718.0,3718.0,True
1985,"Number of infant deaths, female",4178.0,IND_235,4178.0,4178.0,True
1984,"Number of infant deaths, female",4669.0,IND_235,4669.0,4669.0,True
1983,"Number of infant deaths, female",5261.0,IND_235,5261.0,5261.0,True
1982,"Number of infant deaths, female",5880.0,IND_235,5880.0,5880.0,True
1981,"Number of infant deaths, female",6443.0,IND_235,6443.0,6443.0,True
1980,"Number of infant deaths, female",6873.0,IND_235,6873.0,6873.0,True
1979,"Number of infant deaths, female",7261.0,IND_235,7261.0,7261.0,True
1978,"Number of infant deaths, female",7512.0,IND_235,7512.0,7512.0,True
1977,"Number of infant deaths, female",7776.0,IND_235,7776.0,7776.0,True
1976,"Number of infant deaths, female",8029.0,IND_235,8029.0,8029.0,True
1975,"Number of infant deaths, female",8194.0,IND_235,8194.0,8194.0,True
1974,"Number of infant deaths, female",8385.0,IND_235,8385.0,8385.0,True
1973,"Number of infant deaths, female",8580.0,IND_235,8580.0,8580.0,True
1972,"Number of infant deaths, female",8639.0,IND_235,8639.0,8639.0,True
1971,"Number of infant deaths, female",8724.0,IND_235,8724.0,8724.0,True
1970,"Number of infant deaths, female",8865.0,IND_235,8865.0,8865.0,True
1969,"Number of infant deaths, female",9023.0,IND_235,9023.0,9023.0,True
1968,"Number of infant deaths, female",9248.0,IND_235,9248.0,9248.0,True
1967,"Number of infant deaths, female",9367.0,IND_235,9367.0,9367.0,True
1966,"Number of infant deaths, female",9549.0,IND_235,9549.0,9549.0,True
1965,"Number of infant deaths, female",9812.0,IND_235,9812.0,9812.0,True
1964,"Number of infant deaths, female",9918.0,IND_235,9918.0,9918.0,True
1963,"Number of infant deaths, female",9978.0,IND_235,9978.0,9978.0,True
1962,"Number of infant deaths, female",10153.0,IND_235,10153.0,10153.0,True
1961,"Number of infant deaths, female",10416.0,IND_235,10416.0,10416.0,True
1960,"Number of infant deaths, female",10771.0,IND_235,10771.0,10771.0,True
2022,"Number of infant deaths, male",944.0,IND_236,944.0,944.0,True
2021,"Number of infant deaths, male",991.0,IND_236,991.0,991.0,True
2020,"Number of infant deaths, male",1046.0,IND_236,1046.0,1046.0,True
2019,"Number of infant deaths, male",1108.0,IND_236,1108.0,1108.0,True
2018,"Number of infant deaths, male",1174.0,IND_236,1174.0,1174.0,True
2017,"Number of infant deaths, male",1259.0,IND_236,1259.0,1259.0,True
2016,"Number of infant deaths, male",1348.0,IND_236,1348.0,1348.0,True
2015,"Number of infant deaths, male",1461.0,IND_236,1461.0,1461.0,True
2014,"Number of infant deaths, male",1596.0,IND_236,1596.0,1596.0,True
2013,"Number of infant deaths, male",1726.0,IND_236,1726.0,1726.0,True
2012,"Number of infant deaths, male",1830.0,IND_236,1830.0,1830.0,True
2011,"Number of infant deaths, male",1908.0,IND_236,1908.0,1908.0,True
2010,"Number of infant deaths, male",1969.0,IND_236,1969.0,1969.0,True
2009,"Number of infant deaths, male",2747.0,IND_236,2747.0,2747.0,True
2008,"Number of infant deaths, male",2176.0,IND_236,2176.0,2176.0,True
2007,"Number of infant deaths, male",2310.0,IND_236,2310.0,2310.0,True
2006,"Number of infant deaths, male",2413.0,IND_236,2413.0,2413.0,True
2005,"Number of infant deaths, male",2487.0,IND_236,2487.0,2487.0,True
2004,"Number of infant deaths, male",3500.0,IND_236,3500.0,3500.0,True
2003,"Number of infant deaths, male",2639.0,IND_236,2639.0,2639.0,True
2002,"Number of infant deaths, male",2691.0,IND_236,2691.0,2691.0,True
2001,"Number of infant deaths, male",2707.0,IND_236,2707.0,2707.0,True
2000,"Number of infant deaths, male",2703.0,IND_236,2703.0,2703.0,True
1999,"Number of infant deaths, male",2734.0,IND_236,2734.0,2734.0,True
1998,"Number of infant deaths, male",2860.0,IND_236,2860.0,2860.0,True
1997,"Number of infant deaths, male",3031.0,IND_236,3031.0,3031.0,True
1996,"Number of infant deaths, male",3195.0,IND_236,3195.0,3195.0,True
1995,"Number of infant deaths, male",3344.0,IND_236,3344.0,3344.0,True
1994,"Number of infant deaths, male",3483.0,IND_236,3483.0,3483.0,True
1993,"Number of infant deaths, male",3622.0,IND_236,3622.0,3622.0,True
1992,"Number of infant deaths, male",3719.0,IND_236,3719.0,3719.0,True
1991,"Number of infant deaths, male",3747.0,IND_236,3747.0,3747.0,True
1990,"Number of infant deaths, male",3766.0,IND_236,3766.0,3766.0,True
1989,"Number of infant deaths, male",4066.0,IND_236,4066.0,4066.0,True
1988,"Number of infant deaths, male",3907.0,IND_236,3907.0,3907.0,True
1987,"Number of infant deaths, male",4203.0,IND_236,4203.0,4203.0,True
1986,"Number of infant deaths, male",4648.0,IND_236,4648.0,4648.0,True
1985,"Number of infant deaths, male",5214.0,IND_236,5214.0,5214.0,True
1984,"Number of infant deaths, male",5830.0,IND_236,5830.0,5830.0,True
1983,"Number of infant deaths, male",6519.0,IND_236,6519.0,6519.0,True
1982,"Number of infant deaths, male",7390.0,IND_236,7390.0,7390.0,True
1981,"Number of infant deaths, male",8048.0,IND_236,8048.0,8048.0,True
1980,"Number of infant deaths, male",8583.0,IND_236,8583.0,8583.0,True
1979,"Number of infant deaths, male",9075.0,IND_236,9075.0,9075.0,True
1978,"Number of infant deaths, male",9360.0,IND_236,9360.0,9360.0,True
1977,"Number of infant deaths, male",9660.0,IND_236,9660.0,9660.0,True
1976,"Number of infant deaths, male",9986.0,IND_236,9986.0,9986.0,True
1975,"Number of infant deaths, male",10197.0,IND_236,10197.0,10197.0,True
1974,"Number of infant deaths, male",10471.0,IND_236,10471.0,10471.0,True
1973,"Number of infant deaths, male",10729.0,IND_236,10729.0,10729.0,True
1972,"Number of infant deaths, male",10821.0,IND_236,10821.0,10821.0,True
1971,"Number of infant deaths, male",10943.0,IND_236,10943.0,10943.0,True
1970,"Number of infant deaths, male",11118.0,IND_236,11118.0,11118.0,True
1969,"Number of infant deaths, male",11317.0,IND_236,11317.0,11317.0,True
1968,"Number of infant deaths, male",11582.0,IND_236,11582.0,11582.0,True
1967,"Number of infant deaths, male",11799.0,IND_236,11799.0,11799.0,True
1966,"Number of infant deaths, male",11943.0,IND_236,11943.0,11943.0,True
1965,"Number of infant deaths, male",12183.0,IND_236,12183.0,12183.0,True
1964,"Number of infant deaths, male",12361.0,IND_236,12361.0,12361.0,True
1963,"Number of infant deaths, male",12415.0,IND_236,12415.0,12415.0,True
1962,"Number of infant deaths, male",12452.0,IND_236,12452.0,12452.0,True
1961,"Number of infant deaths, male",12738.0,IND_236,12738.0,12738.0,True
1960,"Number of infant deaths, male",13267.0,IND_236,13267.0,13267.0,True
2022,"Number of under-five deaths, female",873.0,IND_237,873.0,873.0,True
2021,"Number of under-five deaths, female",916.0,IND_237,916.0,916.0,True
2020,"Number of under-five deaths, female",967.0,IND_237,967.0,967.0,True
2019,"Number of under-five deaths, female",1024.0,IND_237,1024.0,1024.0,True
2018,"Number of under-five deaths, female",1085.0,IND_237,1085.0,1085.0,True
2017,"Number of under-five deaths, female",1152.0,IND_237,1152.0,1152.0,True
2016,"Number of under-five deaths, female",1233.0,IND_237,1233.0,1233.0,True
2015,"Number of under-five deaths, female",1326.0,IND_237,1326.0,1326.0,True
2014,"Number of under-five deaths, female",1441.0,IND_237,1441.0,1441.0,True
2013,"Number of under-five deaths, female",1561.0,IND_237,1561.0,1561.0,True
2012,"Number of under-five deaths, female",1659.0,IND_237,1659.0,1659.0,True
2011,"Number of under-five deaths, female",1733.0,IND_237,1733.0,1733.0,True
2010,"Number of under-five deaths, female",1809.0,IND_237,1809.0,1809.0,True
2009,"Number of under-five deaths, female",3577.0,IND_237,3577.0,3577.0,True
2008,"Number of under-five deaths, female",1989.0,IND_237,1989.0,1989.0,True
2007,"Number of under-five deaths, female",2109.0,IND_237,2109.0,2109.0,True
2006,"Number of under-five deaths, female",2216.0,IND_237,2216.0,2216.0,True
2005,"Number of under-five deaths, female",2296.0,IND_237,2296.0,2296.0,True
2004,"Number of under-five deaths, female",4834.0,IND_237,4834.0,4834.0,True
2003,"Number of under-five deaths, female",2420.0,IND_237,2420.0,2420.0,True
2002,"Number of under-five deaths, female",2456.0,IND_237,2456.0,2456.0,True
2001,"Number of under-five deaths, female",2476.0,IND_237,2476.0,2476.0,True
2000,"Number of under-five deaths, female",2509.0,IND_237,2509.0,2509.0,True
1999,"Number of under-five deaths, female",2593.0,IND_237,2593.0,2593.0,True
1998,"Number of under-five deaths, female",2725.0,IND_237,2725.0,2725.0,True
1997,"Number of under-five deaths, female",2900.0,IND_237,2900.0,2900.0,True
1996,"Number of under-five deaths, female",3053.0,IND_237,3053.0,3053.0,True
1995,"Number of under-five deaths, female",3183.0,IND_237,3183.0,3183.0,True
1994,"Number of under-five deaths, female",3284.0,IND_237,3284.0,3284.0,True
1993,"Number of under-five deaths, female",3381.0,IND_237,3381.0,3381.0,True
1992,"Number of under-five deaths, female",3435.0,IND_237,3435.0,3435.0,True
1991,"Number of under-five deaths, female",3456.0,IND_237,3456.0,3456.0,True
1990,"Number of under-five deaths, female",3508.0,IND_237,3508.0,3508.0,True
1989,"Number of under-five deaths, female",4263.0,IND_237,4263.0,4263.0,True
1988,"Number of under-five deaths, female",3746.0,IND_237,3746.0,3746.0,True
1987,"Number of under-five deaths, female",4069.0,IND_237,4069.0,4069.0,True
1986,"Number of under-five deaths, female",4548.0,IND_237,4548.0,4548.0,True
1985,"Number of under-five deaths, female",5156.0,IND_237,5156.0,5156.0,True
1984,"Number of under-five deaths, female",5835.0,IND_237,5835.0,5835.0,True
